Time;View;Pane;Action;Grouped;Target
2020-05-07 17:44:27.059;LAUNCH;BUTTON_PANE;CLICK;false;ACADEMIC;true
2020-05-07 17:44:27.059;LAUNCH;BUTTON_PANE;CLICK;false;Create Your World
2020-05-07 17:44:27.127;WORLD;WORLD_MAP_PANE;CHANGE_VALUE;false;499bd479-a086-40b1-8cd0-296f606fa5cd;(0,0)
2020-05-07 17:44:27.135;WORLD;WORLD_MAP_PANE;CHANGE_TILE;true;499bd479-a086-40b1-8cd0-296f606fa5cd;(0,0);FLOOR;HERO
2020-05-07 17:44:27.159;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;499bd479-a086-40b1-8cd0-296f606fa5cd;(12,3);7f3f1678-eac1-4ec4-8757-26f70af56cfc;(0,3)
2020-05-07 17:44:32.715;WORLD;BUTTON_PANE;CLICK;false;Create Room
2020-05-07 17:44:32.751;WORLD;WORLD_MAP_PANE;CREATE_ROOM;false;e4ff691d-a1ee-410f-aa62-b2307d52e65f;13;9
2020-05-07 17:44:32.918;WORLD;BUTTON_PANE;CLICK;false;Create Room
2020-05-07 17:44:32.953;WORLD;WORLD_MAP_PANE;CREATE_ROOM;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;13;9
2020-05-07 17:44:33.579;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;395.0;367.0;408.0;680.0
2020-05-07 17:44:34.653;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;e4ff691d-a1ee-410f-aa62-b2307d52e65f;395.0;367.0;963.0;658.0
2020-05-07 17:44:36.13;WORLD;BUTTON_PANE;CLICK;false;Remove Room
2020-05-07 17:44:36.13;WORLD;WORLD_MAP_PANE;REMOVE_CONNECTION;true;499bd479-a086-40b1-8cd0-296f606fa5cd;(12,3);7f3f1678-eac1-4ec4-8757-26f70af56cfc;(0,3)
2020-05-07 17:44:36.137;WORLD;WORLD_MAP_PANE;REMOVE_ROOM;false;7f3f1678-eac1-4ec4-8757-26f70af56cfc
2020-05-07 17:44:37.316;WORLD;BUTTON_PANE;CLICK;false;Remove Room
2020-05-07 17:44:37.317;WORLD;WORLD_MAP_PANE;CHANGE_TILE;true;499bd479-a086-40b1-8cd0-296f606fa5cd;(0,0);HERO;FLOOR
2020-05-07 17:44:37.317;WORLD;WORLD_MAP_PANE;CHANGE_VALUE;false;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(0,0)
2020-05-07 17:44:37.319;WORLD;WORLD_MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(0,0);FLOOR;HERO
2020-05-07 17:44:37.321;WORLD;WORLD_MAP_PANE;REMOVE_ROOM;false;499bd479-a086-40b1-8cd0-296f606fa5cd
2020-05-07 17:44:38.546;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;408.0;680.0;577.0;550.0
2020-05-07 17:44:40.542;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;e4ff691d-a1ee-410f-aa62-b2307d52e65f;963.0;658.0;392.0;367.0
2020-05-07 17:44:42.482;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;577.0;550.0;878.0;368.0
2020-05-07 17:44:43.036;WORLD;BUTTON_PANE;CLICK;false;Create Room
2020-05-07 17:44:43.062;WORLD;WORLD_MAP_PANE;CREATE_ROOM;false;8c784415-149c-4c78-b57f-221bd3d5be70;13;9
2020-05-07 17:44:43.388;WORLD;BUTTON_PANE;CLICK;false;Create Room
2020-05-07 17:44:43.417;WORLD;WORLD_MAP_PANE;CREATE_ROOM;false;3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;13;9
2020-05-07 17:44:43.582;WORLD;BUTTON_PANE;CLICK;false;Create Room
2020-05-07 17:44:43.604;WORLD;WORLD_MAP_PANE;CREATE_ROOM;false;0931bc9c-80af-45ad-8aae-c9de383f5126;13;9
2020-05-07 17:44:44.81;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;0931bc9c-80af-45ad-8aae-c9de383f5126;395.0;367.0;400.0;690.0
2020-05-07 17:44:46.346;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;395.0;367.0;877.0;686.0
2020-05-07 17:44:47.529;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;8c784415-149c-4c78-b57f-221bd3d5be70;395.0;367.0;649.0;983.0
2020-05-07 17:44:49.325;WORLD;BUTTON_PANE;CLICK;false;ROOM_CONNECTOR
2020-05-07 17:44:50.737;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(12,4);a3521e32-1d30-46b7-9d30-d1cffda9924c;(0,4)
2020-05-07 17:44:50.788;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;577.0;550.0;886.8832092285156;262.87957763671875
2020-05-07 17:44:52.756;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;(12,4);0931bc9c-80af-45ad-8aae-c9de383f5126;(0,4)
2020-05-07 17:44:52.783;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;0931bc9c-80af-45ad-8aae-c9de383f5126;395.0;367.0;512.7249603271484;514.9275665283203
2020-05-07 17:44:54.749;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;0931bc9c-80af-45ad-8aae-c9de383f5126;(12,4);3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;(0,4)
2020-05-07 17:44:54.797;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;395.0;367.0;886.1004028320312;511.7965545654297
2020-05-07 17:44:58.368;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;(12,4);8c784415-149c-4c78-b57f-221bd3d5be70;(0,4)
2020-05-07 17:44:58.406;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;8c784415-149c-4c78-b57f-221bd3d5be70;395.0;367.0;707.6316223144531;744.275634765625
2020-05-07 17:45:01.722;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(6,8);0931bc9c-80af-45ad-8aae-c9de383f5126;(6,0)
2020-05-07 17:45:01.776;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;0931bc9c-80af-45ad-8aae-c9de383f5126;512.7249603271484;514.9275665283203;512.7249603271484;514.9275665283203
2020-05-07 17:45:04.202;WORLD;WORLD_MAP_PANE;CREATE_CONNECTION;false;a3521e32-1d30-46b7-9d30-d1cffda9924c;(7,8);3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;(6,0)
2020-05-07 17:45:04.254;WORLD;WORLD_MAP_PANE;CHANGE_POSITION;false;3676cbe3-cd29-4d6d-9862-1b4f374bfa9f;886.1004028320312;511.7965545654297;886.1004028320312;511.7965545654297
2020-05-07 17:45:06.947;WORLD;BUTTON_PANE;CLICK;false;MOVEMENT
2020-05-07 17:45:35.179;ROOM;TILE_PANE;CHANGE_VALUE;false;WALL
2020-05-07 17:45:36.479;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(0,1);FLOOR;WALL
2020-05-07 17:45:38.297;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(2,0);FLOOR;WALL
2020-05-07 17:45:40.445;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(12,1);FLOOR;WALL
2020-05-07 17:45:41.446;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(10,0);FLOOR;WALL
2020-05-07 17:45:42.616;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(12,5);FLOOR;WALL
2020-05-07 17:45:44.945;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(9,8);FLOOR;WALL
2020-05-07 17:45:45.461;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(9,6);FLOOR;WALL
2020-05-07 17:45:48.232;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(3,8);FLOOR;WALL
2020-05-07 17:45:49.528;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(3,6);FLOOR;WALL
2020-05-07 17:45:51.298;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(0,5);FLOOR;WALL
2020-05-07 17:45:52.93;ROOM;TILE_PANE;CHANGE_VALUE;false;TREASURE
2020-05-07 17:45:53.854;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(1,0);FLOOR;TREASURE
2020-05-07 17:45:54.978;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(1,2);FLOOR;TREASURE
2020-05-07 17:45:55.983;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(3,0);FLOOR;TREASURE
2020-05-07 17:45:57.935;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(9,0);FLOOR;TREASURE
2020-05-07 17:45:58.962;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(12,2);FLOOR;TREASURE
2020-05-07 17:45:59.913;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(12,7);FLOOR;TREASURE
2020-05-07 17:46:01.327;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(10,6);FLOOR;TREASURE
2020-05-07 17:46:01.647;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(9,7);FLOOR;TREASURE
2020-05-07 17:46:02.761;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(8,8);FLOOR;TREASURE
2020-05-07 17:46:03.039;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(7,8);FLOOR;TREASURE
2020-05-07 17:46:04.336;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(8,6);FLOOR;TREASURE
2020-05-07 17:46:06.957;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(5,6);FLOOR;TREASURE
2020-05-07 17:46:07.161;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(4,5);FLOOR;TREASURE
2020-05-07 17:46:08.611;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(4,8);FLOOR;TREASURE
2020-05-07 17:46:09.228;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(3,7);FLOOR;TREASURE
2020-05-07 17:46:09.974;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(2,8);FLOOR;TREASURE
2020-05-07 17:46:10.418;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(1,8);FLOOR;TREASURE
2020-05-07 17:46:13.578;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(7,5);FLOOR;TREASURE
2020-05-07 17:46:14.189;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(7,4);FLOOR;TREASURE
2020-05-07 17:46:14.35;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(6,4);FLOOR;TREASURE
2020-05-07 17:46:16.267;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(4,4);FLOOR;TREASURE
2020-05-07 17:46:16.634;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(4,3);FLOOR;TREASURE
2020-05-07 17:46:18.911;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(7,2);FLOOR;TREASURE
2020-05-07 17:46:19.468;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(6,2);FLOOR;TREASURE
2020-05-07 17:46:22.911;ROOM;TILE_PANE;CHANGE_VALUE;false;ENEMY
2020-05-07 17:46:24.483;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(8,0);FLOOR;ENEMY
2020-05-07 17:46:25.68;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(3,4);FLOOR;ENEMY
2020-05-07 17:46:26.847;ROOM;TILE_PANE;CHANGE_VALUE;false;TREASURE
2020-05-07 17:46:31.052;ROOM;MAP_PANE;CHANGE_TILE;true;e4ff691d-a1ee-410f-aa62-b2307d52e65f;(9,4);FLOOR;TREASURE
2020-05-07 17:46:38.978;ROOM;TILE_PANE;CHANGE_VALUE;false;WALL
2020-05-07 17:46:40.235;ROOM;MAP_PANE;CHANGE_TILE;true;a3521e32-1d30-46b7-9d30-d1cffda9924c;(1,0);FLOOR;WALL
2020-05-07 17:46:41.144;ROOM;MAP_PANE;CHANGE_TILE;true;a3521e32-1d30-46b7-9d30-d1cffda9924c;(0,0);FLOOR;WALL
2020-05-07 17:46:41.794;ROOM;MAP_PANE;CHANGE_TILE;true;a3521e32-1d30-46b7-9d30-d1cffda9924c;(0,8);FLOOR;WALL
2020-05-07 17:46:42.338;ROOM;TILE_PANE;CHANGE_VALUE;false;FLOOR
2020-05-07 17:46:43.088;ROOM;MAP_PANE;CHANGE_TILE;true;a3521e32-1d30-46b7-9d30-d1cffda9924c;(1,0);WALL;FLOOR
2020-05-07 17:46:43.928;ROOM;TILE_PANE;CHANGE_VALUE;false;WALL
2020-05-07 17:46:45.852;ROOM;MAP_PANE;CHANGE_TILE;true;a3521e32-1d30-46b7-9d30-d1cffda9924c;(10,0);FLOOR;WALL
